context_id,group_by,target_lemma,pos_tag,sentence,target_id
life.n.25,life.n,life,n,"['He', 'knew', 'he', 'had', 'made', 'a', 'bad', 'mistake', ',', 'but', 'despite', 'his', 'commitment', 'to', 'rebuilding', 'his', 'life', ',', 'he', 'just', 'did', ""n't"", 'count', 'on', 'the', 'obstacles', 'that', 'would', 'be', 'thrown', 'up', 'in', 'his', 'path', '.']",16
life.n.26,life.n,life,n,"['..I', 'had', 'my', 'second', 'chance', 'to', 'change', 'my', 'life', '.', ""''""]",8
life.n.27,life.n,life,n,"['It', 'is', 'or', 'should', 'be', 'run', 'for', 'the', 'benefit', 'of', 'ordinary', 'people', 'in', 'their', 'daily', 'lives', '.']",15
life.n.28,life.n,life,n,"['Enjoyment', 'of', 'life', 'is', 'reduced', 'when', 'one', 'produces', 'more', 'than', 'one', 'consumes', '?']",2
life.n.29,life.n,life,n,"['And', 'that', ""'s"", 'the', 'spookiness', ':', 'We', 'saw', 'the', 'ruins', 'and', 'wondered', 'about', 'the', 'lives', ',', 'and', 'now', ',', 'with', 'these', 'two', 'books', ',', 'the', 'ruins', 'are', 'speaking', 'and', 'the', 'place', 'has', 'come', 'miraculously', 'to', 'life', '.']",14
life.n.30,life.n,life,n,"['Nobody', 'knows', 'what', 'the', 'exact', 'count', 'is', ',', 'and', 'how', 'many', 'of', 'these', 'uses', 'involve', 'saved', 'lives', ',', 'or', 'saved', 'lives', 'of', 'kids', '.']",20
life.n.31,life.n,life,n,"['You', 'can', 'make', 'a', 'difference', 'in', 'a', 'child', ""'s"", 'life', '.']",9
life.n.32,life.n,life,n,"['It', 'is', 'a', 'pivotal', 'time', 'in', 'the', 'life', 'of', 'a', 'young', 'girl-when', 'small', 'changes', 'in', 'her', 'behavior', ',', 'or', 'the', 'choices', 'she', 'makes', ',', 'can', 'affect', 'her', 'future', '.']",7
life.n.33,life.n,life,n,"['Anyone', 'who', 'has', 'lived', 'through', 'energy', 'crisis', 'and', 'debt', 'crisis', ',', 'inflation', 'and', 'disinflation', ',', 'Reaganomics', 'and', 'Clintonomics', ',', 'has', 'to', 'know', 'that', 'big', 'surprises', 'are', 'part', 'of', 'life', '.']",28
life.n.34,life.n,life,n,"['You', 'make', 'everyone', ""'s"", 'life', 'simpler', ',', 'and', 'you', 'get', 'lower', 'rates', 'by', 'getting', 'rid', 'of', 'loopholes', 'and', 'making', 'the', 'law', 'neutral', 'among', 'different', 'kinds', 'of', 'income', ';', 'you', 'promote', 'economic', 'efficiency', '.']",4
life.n.35,life.n,life,n,"['With', 'a', 'promising', 'new', 'job', 'at', 'a', 'plastic', 'injection', 'molding', 'manufacturer', ',', 'his', 'legal', 'troubles', 'in', 'check', 'and', 'a', 'safe', 'place', 'to', 'live', ',', 'Jerry', 'can', 'get', 'on', 'with', 'the', 'business', 'of', 'building', 'a', 'life', 'for', 'himself', 'and', 'contributing', 'to', 'his', 'community', '.']",34
life.n.36,life.n,life,n,"['If', 'life', 'is', 'a', 'war', 'of', 'all', 'against', 'all', ',', 'what', 'guarantee', 'do', 'we', 'have', 'that', 'adhoccery', 'will', 'work', ',', 'no', 'matter', 'how', 'inspired', '?']",1
life.n.37,life.n,life,n,"['Would', 'Exley', ',', 'who', 'died', 'seven', 'years', 'ago', ',', 'feel', 'pity', 'and', 'fear', 'for', 'the', 'life', 'Gifford', 'now', 'leads', 'as', 'the', 'consort', 'of', 'monomaniacal', 'talk', 'show', 'host', 'and', 'tabloid', 'cover', 'girl', 'Kathie', 'Lee', 'Gifford', '?']",15
life.n.38,life.n,life,n,"['Who', ""'s"", 'killin', ""'"", 'us', ',', 'robbin', ""'"", 'us', 'of', 'life', 'and', 'light', '?', ""''""]",10
life.n.39,life.n,life,n,"['This', 'is', 'positive', 'proof', 'that', 'Big', 'Sisters', 'one-to-one', 'mentoring', 'program', 'helps', 'change', 'lives', '.']",12
life.n.40,life.n,life,n,"['When', 'it', 'comes', 'to', 'handling', 'the', 'rest', 'of', 'your', 'life', ',', 'we', 'give', 'you', 'exactly', 'the', 'same', 'advice', '.']",9
life.n.41,life.n,life,n,"['The', 'Term', 'Paper', 'Artist', 'does', 'earn', 'some', 'praise', ',', 'though', ',', 'for', 'its', 'playful', 'reference', 'to', 'another', 'crisis', 'in', 'Leavitt', ""'s"", 'life', ':', 'the', 'British', 'poet', 'Stephen', 'Spender', ""'s"", 'allegation', 'that', 'Leavitt', 'plagiarized', 'Spender', ""'s"", 'memoirs', 'in', 'an', 'earlier', 'novel', '.']",21
life.n.42,life.n,life,n,"['My', 'only', 'credentials', 'are', 'that', 'I', 'am', 'a', 'native-born', 'Londoner', 'now', 'in', 'my', 'mid-sixties', 'and', 'have', 'lived', 'all', 'my', 'life', 'until', 'now', 'in', 'London', ',', 'including', 'a', 'number', 'of', 'years', 'in', 'the', 'East', 'End', '.']",19
life.n.43,life.n,life,n,"['Hunt', 'died', 'in', '1895', ',', 'but', 'in', 'the', 'last', 'seven', 'years', 'of', 'his', 'life', ',', 'he', 'completed', 'more', 'than', 'fifty', 'projects', '.']",13
life.n.44,life.n,life,n,"['so', 'everybody', ""'s"", 'fighting', 'for', 'their', 'life', 'and', 'you', 'can', 'see', 'how', 'this', 'can', 'get', 'out', 'of', 'hand']",6
life.n.45,life.n,life,n,"['um', 'but', 'uh', 'i', 'think', 'it', ""'s"", 'probably', 'the', 'the', 'studies', 'have', 'been', 'done', 'looking', 'at', 'uh', 'how', 'well', 'you', 'are', 'and', 'what', 'you', 'do', 'when', 'you', 'end', 'up', 'whether', 'or', 'not', 'you', 'uh', 'have', 'a', 'degree', 'or', 'not', 'uh', 'makes', 'a', 'big', 'difference', 'later', 'on', 'in', 'your', 'life', 'and', 'um', 'you', 'know', 'it', ""'d"", 'be', 'good', 'to', 'even', 'to', 'start', 'as', 'early', 'as', 'possible', 'to', 'understand', 'what', 'what', 'you', 'child', 'would', 'desire']",48
life.n.46,life.n,life,n,"['i', ""'m"", 'uh', 'i', ""'m"", 'not', 'quite', 'at', 'that', 'point', 'in', 'my', 'life', 'yet', 'so']",12
life.n.47,life.n,life,n,"['border', 'is', 'politically', 'and', 'culturally', 'a', 'constant', 'element', 'in', 'everyday', 'life', '.']",10
life.n.49,life.n,life,n,"['so', 'um', 'anyway', 'and', 'that', ""'s"", 'that', ""'s"", 'the', 'other', 'thing', 'is', 'that', 'i', ""'ve"", 'i', ""'ve"", 'never', 'really', 'been', 'too', 'terribly', 'much', 'of', 'a', 'new', 'car', 'person', 'i', 'think', 'i', ""'ve"", 'bought', 'one', 'or', 'two', 'new', 'cars', 'in', 'my', 'life', 'and', 'i', ""'ve"", 'tended', 'to', 'um', 'to', 'uh', 'buy', 'cars', 'that', 'are', 'you', 'know', 'two', 'or', 'three', 'and', 'sometimes', 'even', 'four', 'and', 'five', 'or', 'six', 'years', 'old', 'this', 'Honda', 'that', 'i', 'have', 'i', 'bought', 'used', 'and', 'in', 'fact', 'it', 'had', 'an', 'extraordinarily', 'low', 'amount', 'of', 'mileage', 'on', 'it', 'i', ""'ve"", 'just', 'rolled', 'seventy', 'thousand', 'miles', 'and', 'it', ""'s"", 'a', 'seventy', 'four', 'i', 'mean', 'an', 'eighty', 'four', 'so']",40
life.n.51,life.n,life,n,"['The', 'sensation', 'of', 'clean', 'unopposed', 'extrusion', ',', 'along', 'with', 'the', 'bombast', 'of', 'flatulence', 'and', 'the', 'highly', 'parabolic', 'presentation', 'of', 'urine', 'through', 'the', 'manually', 'guided', 'penis', ',', 'was', 'pleasurable', 'in', 'the', 'extreme', ',', 'wreathed', 'with', 'smells', 'that', 'one', 'could', 'not', 'deny', 'were', 'olfactory', 'tokens', 'of', 'life', ',', 'of', 'healthy', 'inward-', 'and', 'out-ness', ',', 'although', 'only', 'one', ""'s"", 'own', 'could', 'be', 'granted', 'this', 'status', 'and', 'exempted', 'from', 'the', 'general', 'disgust', 'others', ""'"", 'bodily', 'excrescences', 'could', 'awaken', 'in', 'one', 'if', 'they', 'originated', 'from', 'any', 'of', 'the', 'rest', 'of', 'us', '.']",44
life.n.52,life.n,life,n,"['uh', 'i', ""'m"", 'a', 'teacher', 'and', 'we', ""'re"", 'at', 'a', 'my', 'husband', 'and', 'i', 'are', 'at', 'a', 'stage', 'in', 'life', 'where', 'we', ""'ve"", 'got', 'one', 'left', 'in', 'college']",19
life.n.53,life.n,life,n,"['yeah', 'well', 'i', 'i', 'i', 'i', 'must', 'admit', 'i', 'as', 'growing', 'up', 'football', 'was', 'really', 'a', 'great', 'part', 'of', 'my', 'life', 'i', 'grew', 'up', 'in', 'North', 'Carolina', 'and']",20
life.n.54,life.n,life,n,"['oh', 'i', 'bet', 'his', 'wife', 'was', 'like', 'okay', 'come', 'on', 'what', 'are', 'you', 'not', 'telling', 'me', 'here', 'right', 'the', 'second', 'life', 'here', 'oh']",20
life.n.55,life.n,life,n,"['it', 'it', 'is', 'it', 'is', 'very', 'hard', 'to', 'go', 'back', 'and', 'and', 'actually', 'the', 'academic', 'part', 'is', ""n't"", 'bad', 'when', 'your', 'when', 'you', 'resume', 'because', 'it', 'seems', 'that', 'things', 'come', 'easier', 'because', 'you', ""'re"", 'more', 'mature', 'and', 'you', ""'ve"", 'got', 'all', 'your', 'life', 'experiences', 'and', 'i', 'thought', 'the', 'academic', 'part', 'would', 'be', 'harder', 'but', 'it', 'really', 'is', ""n't"", 'uh', 'because', 'uh', 'it', 'because', 'uh', 'uh', 'i', 'do', ""n't"", 'know', 'i', 'think', 'the', 'maturity', 'factor', 'uh', 'uh', 'overcomes', 'the', 'fact', 'that', 'you', ""'ve"", 'had', 'a', 'gap']",42
life.n.56,life.n,life,n,"['huh-uh', 'no', 'no', 'i', 'think', 'it', ""'s"", 'become', 'too', 'much', 'of', 'an', 'everyday', 'life', 'here', 'they', ""'re"", 'part', 'of', 'it']",13
life.n.57,life.n,life,n,"['oh', 'well', 'i', ""'m"", 'in', 'i', ""'m"", 'in', 'the', 'C', 'building', 'been', 'there', 'for', 'all', 'my', 'life']",16
life.n.58,life.n,life,n,"['In', 'short', ',', 'we', 'do', 'not', 'deduce', 'our', 'lives', ';', 'we', 'live', 'them', '.']",8
life.n.59,life.n,life,n,"['9', 'All', 'of', 'these', 'decisions', 'brought', 'to', 'the', 'fore', 'fundamental', 'values', 'of', 'protecting', 'life', 'and', 'punishing', 'those', 'with', 'contempt', 'for', 'life', '.']",20
life.n.60,life.n,life,n,"['Drawing', 'upon', 'her', 'rich', 'experience', 'of', 'life', ',', 'Prudence', '(', 'Prudie', 'to', 'her', 'friends', ')', 'responds', 'to', 'questions', 'about', 'manners', ',', 'personal', 'relations', ',', 'politics', ',', 'and', 'other', 'subjects', '.']",6
life.n.61,life.n,life,n,"['And', 'so', 'Updike', ""'s"", 'Ben', 'observes', 'the', 'passage', 'of', 'seasons', '--', 'life', 'bursting', 'into', 'blossom', 'in', 'early', 'spring', ',', 'for', 'instance', ':']",11
life.n.62,life.n,life,n,"['Conceived', 'as', 'a', 'theater', 'and', 'emphasizing', 'the', 'decorative', 'space', 'as', 'much', 'as', 'the', 'buildings', 'surrounding', 'it', ',', 'the', 'piazza', 'satisfies', 'the', 'need', 'of', 'Mediterranean', 'peoples', 'to', 'conduct', 'their', 'lives', 'in', 'the', 'open', 'air', '.']",28
life.n.63,life.n,life,n,"['As', 'you', 'walk', ',', 'you', 'will', 'find', 'many', 'historic', 'houses', 'and', 'museums', 'providing', 'many', 'more', 'clues', 'to', 'the', 'lives', 'of', 'these', 'fascinating', 'people', '.']",18
life.n.64,life.n,life,n,"['It', 'revealed', 'his', 'gift', 'for', 'juggling', 'the', 'unbalanceable', 'demands', 'of', 'life', 'with', 'children', ',', 'and', 'for', 'sounding', 'serenely', 'jaunty', 'as', 'he', 'did', 'it', '.']",10
life.n.65,life.n,life,n,"['But', 'does', 'anyone', 'else', 'find', 'it', 'suspicious', 'that', 'on', 'what', 'will', 'undoubtedly', 'be', 'one', 'of', 'the', 'most', 'important', 'political', 'days', 'of', 'their', 'lives', ',', 'so', 'many', 'of', 'them', 'were', 'unreachable', '?']",22
life.n.66,life.n,life,n,"['As', 'play', 'theorist', 'Brian', 'Sutton-Smith', 'pointed', 'out', 'more', 'than', 'a', 'quarter-century', 'ago', ',', 'make-believe', 'enables', 'children', 'who', 'are', 'still', 'acquiring', 'language', 'to', 'represent', 'their', 'everyday', 'lives', 'and', 'inner', 'thoughts', 'and', 'feelings', 'more', 'completely', 'than', 'is', 'possible', 'through', 'any', 'other', 'symbolic', 'means', '.']",25
life.n.67,life.n,life,n,"['Although', 'more', 'Americans', 'had', 'been', 'killed', 'in', 'the', '1996', 'KhobarTowers', 'attack', ',', 'and', 'many', 'more', 'in', 'Beirut', 'in', '1983', ',', 'the', 'overall', 'loss', 'of', 'life', 'rivaled', 'the', 'worst', 'attacks', 'in', 'memory', '.']",24
life.n.68,life.n,life,n,"['``', 'For', 'my', 'part', ',', ""''"", 'the', 'flickering', 'image', 'of', 'Gore', 'intoned', ',', '``', 'I', 'have', 'proposed', 'dedicating', 'a', 'significant', 'portion', 'of', 'the', 'budget', 'surplus', 'to', 'Medicare', 'to', 'extend', 'the', 'life', 'of', 'the', 'trust', 'fund', '.', ""''""]",30
life.n.69,life.n,life,n,"['They', 'face', 'life', 'sentences', '.']",2
life.n.70,life.n,life,n,"['(', 'Anyway', ',', 'news', 'reports', 'are', 'simply', 'stating', 'that', 'real-life', 'mobsters', 'caught', 'on', 'tape', 'are', 'griping', 'that', 'the', 'writers', 'of', 'The', 'Sopranos', 'are', 'stealing', 'their', 'life', 'stories', ';', 'in', 'other', 'words', ',', 'they', 'accuse', 'the', 'writers', 'of', 'taking', 'their', 'cues', 'from', 'the', 'mob', ',', 'not', 'vice', 'versa', '.', ')']",25
life.n.71,life.n,life,n,"['I', 'suppose', 'where', 'these', 'stories', 'merge', 'with', 'the', 'American', 'scene', '--', 'leaving', 'out', 'the', 'other', 'sex', 'scandals', ',', 'such', 'as', 'Robin', 'Cook', ',', 'the', 'British', 'foreign', 'secretary', ',', 'being', 'forced', 'by', 'Tony', 'Blair', 'to', 'choose', 'between', 'his', 'mistress', 'and', 'his', 'wife', ',', 'as', 'he', 'was', 'at', 'an', 'airport', 'ready', 'to', 'fly', 'off', 'with', 'his', 'mistress', '(', 'and', 'he', 'finally', 'chose', 'her', ',', 'leaving', 'his', 'wife', ',', 'later', ',', 'to', 'write', 'a', 'bitter', 'newspaper', 'account', 'of', 'their', 'life', ')', '--', 'is', 'with', 'the', 'problem', 'of', 'campaign', 'funding', '.']",76
life.n.72,life.n,life,n,"['I', 'know', 'that', 'when', 'I', 'read', ',', 'I', 'turn', 'the', 'text', 'into', 'a', 'world', 'that', 'is', 'influenced', 'by', 'who', 'I', 'am', ',', 'what', 'I', 'have', 'read', 'or', 'thought', 'up', 'to', 'that', 'point', ',', 'what', ""'s"", 'going', 'on', 'in', 'my', 'life', 'or', 'around', 'me', '.']",39
life.n.73,life.n,life,n,"['There', 'may', 'well', 'be', 'large', 'pockets', 'of', 'gay', 'hatred', 'in', 'the', 'land', ',', 'but', 'it', ""'s"", 'not', 'something', 'I', 'can', 'gauge', 'because', 'I', 'rarely', 'see', 'it', 'in', 'my', 'daily', 'life', '.']",29
life.n.74,life.n,life,n,"['It', 'must', 'also', 'be', 'said', 'that', 'the', '20th', 'century', 'more', 'than', 'any', 'earlier', 'time', 'has', 'seen', 'the', 'accumulation', 'of', 'a', 'more', 'detailed', 'documentation', 'of', 'life', ',', 'as', 'anyone', 'knows', 'from', 'the', 'plethora', 'of', 'scratchy', ',', 'saccadic', ',', 'often', 'soundless', 'images', 'thrown', 'on', 'our', 'television', 'screens', ':', 'a', 'series', 'on', 'American', 'gangsters', ',', 'for', 'instance', ',', 'repeats', 'radio', 'broadcasts', 'of', 'the', '1920s', 'and', '30s', ',', 'bringing', 'to', 'us', 'vividly', 'not', 'only', 'the', 'pictorial', 'images', 'of', 'the', 'day', 'when', ',', 'to', 'modern', 'youth', ',', 'everyone', 'wore', 'black', 'and', 'white', 'clothing', 'and', 'makeup', 'but', 'the', 'words', 'and', 'accents', 'of', 'Franklin', 'D.', 'Roosevelt', ',', 'Huey', 'Long', ',', 'Walter', 'Winchell', ',', 'and', 'others', 'who', 'epitomize', 'the', 'era', '.']",24
life.n.76,life.n,life,n,"['but', 'uh', 'you', 'know', 'now', 'my', 'life', 'is', 'more', 'like', 'camping', 'than', 'not', 'camping', 'really']",6
life.n.77,life.n,life,n,"['Her', 'education', 'was', 'a', 'strange', 'one', ',', 'based', 'in', 'Maslow', ""'s"", 'reading', 'of', 'the', 'life', 'of', 'John', 'Stuart', 'Mill', '.']",14
life.n.78,life.n,life,n,"['oh', 'yeah', 'i', 'agree', 'because', 'it', ""'s"", 'not', 'fair', 'to', 'those', 'of', 'us', 'that', 'that', 'deserve', 'a', 'safe', 'you', 'know', 'life', 'to', 'have', 'to']",20
life.n.79,life.n,life,n,"['If', 'life', 'is', 'common', ',', 'the', 'elaboration', 'of', 'biospheres', 'in', 'the', 'universe', 'is', 'rife', '.']",1
life.n.80,life.n,life,n,"['It', 'harbingers', 'the', 'themes', 'that', 'follow', 'in', 'the', 'address', 'and', 'that', 'will', 'come', 'to', 'dominate', 'American', 'life', 'for', 'the', 'rest', 'of', 'the', '1860s', '.']",16
life.n.81,life.n,life,n,"['If', 'I', 'want', 'to', 'have', 'conversation', 'about', 'the', 'trivia', 'of', 'urban', 'life', ',', 'I', 'can', 'talk', 'with', 'my', 'own', 'wife', ';', 'and', 'you', 'can', 'fill', 'the', 'otherwise', 'entertaining', ',', 'informative', ',', 'urbane', ',', 'and', 'whimsical', 'pages', 'of']",11
life.n.82,life.n,life,n,"['There', 'was', 'much', 'cluck-clucking', 'among', 'movie', 'critics', 'about', 'the', 'dual', 'appearance', 'of', 'Firestorm', 'and', 'Hard', 'Rain', ',', 'since', 'both', 'were', 'about', 'murderous', 'crimes', 'occurring', 'in', 'the', 'course', 'of', 'natural', 'disasters', 'and', 'both', 'featured', 'kick-ass', 'heroines', 'eager', 'to', 'risk', 'their', 'lives', 'for', 'imperiled', 'stained-glass', 'windows', 'or', 'the', 'abandoned', 'hatchlings', 'of', 'a', 'Steller', ""'s"", 'Jay', '.']",39
life.n.83,life.n,life,n,"['For', 'some', ',', 'it', 'is', 'clear', ':', 'From', 'conception', 'until', 'death', ',', 'human', 'life', 'is', 'sacred', '.']",13
life.n.84,life.n,life,n,"['When', 'you', 'apply', 'the', 'lessons', 'of', 'their', 'successes', 'to', 'your', 'life', ',', 'you', 'get', 'caught', 'short', ',', 'because', 'the', 'rest', 'of', 'us', 'do', ""n't"", 'want', 'it', 'that', 'badly', '.']",10
life.n.85,life.n,life,n,"['It', 'is', 'simply', 'that', 'the', 'serious', 'aspects', 'of', 'life', 'are', 'given', 'their', 'proper', 'due', 'before', 'the', 'fun', 'can', 'begin', '.']",8
life.n.87,life.n,life,n,"['He', 'has', 'also', '``', 'fumed', 'to', 'friends', ',', ""'There"", ""'s"", 'no', 'way', 'I', 'am', 'going', 'to', 'give', 'up', 'my', 'life', 'and', 'become', 'a', 'Hollywood', 'trophy', 'husband', '.']",19
life.n.88,life.n,life,n,"['They', 'hope', 'its', 'June', '1999', 'report', 'will', 'prove', 'their', 'claims', 'that', 'gambling', 'wrecks', 'lives', ',', 'stimulates', 'crime', ',', 'saps', 'local', 'economies', ',', 'mercilessly', 'exploits', 'human', 'weakness', ',', 'and', 'sustains', 'itself', 'through', 'bribery', 'and', 'corruption', '.']",13
life.n.89,life.n,life,n,"['Coppola', ""'s"", 'life', 'is', 'the', 'story', 'of', 'fulfilled', 'promise', '.']",2
life.n.91,life.n,life,n,"['Their', 'actions', 'saved', 'the', 'lives', 'of', 'countless', 'others', ',', 'and', 'may', 'have', 'saved', 'either', 'the', 'Capitol', 'or', 'the', 'White', 'House', 'from', 'destruction', '.']",4
life.n.92,life.n,life,n,"['In', 'letter', 'after', 'letter', 'Mr.', 'Shawn', 'gracefully', 'responds', 'to', 'Farber', ""'s"", 'lengthy', 'missives', 'of', 'life', ',', 'love', ',', 'and', 'loss', 'with', 'reassuring', 'replies', ',', 'always', 'beginning', 'with', 'the', 'familiar', 'greeting', ',', '``', 'We', 'regret', 'that', 'we', 'are', 'unable', 'to', 'use', 'the', 'enclosed', 'material', '.', ""''""]",14
life.n.93,life.n,life,n,"['Critics', 'marvel', 'at', 'the', 'life', 'and', 'accomplishments', 'of', 'this', 'public', 'relations', 'pioneer', '.']",4
life.n.94,life.n,life,n,"['Given', 'these', 'difficulties', ',', 'Chatterbox', 'still', 'feels', 'unequal', 'to', 'the', 'task', 'of', 'proving', 'that', 'vacations', 'either', 'are', 'or', 'are', ""n't"", 'more', 'dangerous', 'than', 'ordinary', 'life', '.']",24
life.n.95,life.n,life,n,"['The', 'other', 'horrifying', 'consequence', 'of', 'a', 'greatly', 'extended', 'life', 'span', '--', 'Strom', 'Thurmond', ""'s"", 'ass', '.']",8
life.n.96,life.n,life,n,"['Under', 'a', 'mandate', 'of', 'national', 'environmental', 'laws', ',', 'the', 'Agency', 'strives', 'to', 'formulate', 'and', 'implement', 'actions', 'leading', 'to', 'a', 'compatible', 'balance', 'between', 'human', 'activities', 'and', 'the', 'ability', 'of', 'natural', 'systems', 'to', 'support', 'and', 'nurture', 'life', '.']",34
life.n.97,life.n,life,n,"['Contradictory', 'as', 'life', 'itself', ',', 'sometimes', 'pointing', 'out', 'a', 'general', 'truth', ',', 'as', 'often', 'undermining', 'it', ',', 'Arab', 'proverbs', 'have', 'been', 'gathered', 'and', 'annotated', 'since', 'the', 'ninth', 'century', 'AD', '.']",2
life.n.98,life.n,life,n,"['The', 'Chrysler', 'Building', 'started', 'life', 'as', 'a', 'speculative', 'office', 'building', '.']",4
life.n.99,life.n,life,n,"['this', 'has', 'not', 'been', 'determined', 'yet', 'but', 'i', 'i', 'i', ""'ve"", 'never', 'read', 'a', 'newspaper', 'in', 'my', 'entire', 'life', 'and', 'i', ""'ve"", 'i', 'i', 'never', 'watch', 'TV', 'news', 'nor', 'listen', 'to', 'the', 'news', 'on', 'the', 'radio', 'unless', 'i', ""'m"", 'just', 'happening', 'to', 'be', 'listening', 'to', 'music', 'and', 'they', 'slip', 'it', 'on', 'in', 'the', 'car', 'radio', 'before', 'i', 'can', 'turn', 'it', 'off', 'but']",18
life.n.100,life.n,life,n,"['you', 'know', 'i', 'just', 'there', ""'s"", 'nothing', 'more', 'valuable', 'than', 'life', 'itself', 'so']",10
severe.j.1,severe.j,severe,j,"['The', 'NYT', 'focuses', 'on', 'one', 'Chechen', 'village', ',', 'a', 'former', 'refuge', 'for', 'a', 'Chechen', 'rebel', 'commander', ',', 'which', 'has', 'recently', 'suffered', 'severe', 'attacks', 'even', 'though', 'there', 'is', 'currently', 'no', 'indication', 'of', 'rebel', 'presence', 'in', 'the', 'village', '.']",21
severe.j.3,severe.j,severe,j,"['The', 'most', 'severe', 'form', 'is', 'infibulation', ',', 'also', 'known', 'as', 'pharaonic', 'circumcision', '.']",2
severe.j.4,severe.j,severe,j,"['Yet', 'a', 'certain', 'number', 'of', 'children', 'and', 'adolescents', ',', 'despite', 'exposure', 'to', 'severe', 'family', 'adversity', ',', 'escape', 'these', 'diculties', 'and', 'adjust', 'well', '.']",12
severe.j.5,severe.j,severe,j,"['Integrated', 'mental', 'health', 'and', 'substance', 'abuse', 'treatment', 'for', 'severe', 'psychiatric', 'disorders', '.']",8
severe.j.6,severe.j,severe,j,"['The', 'NYT', 'is', 'more', 'firm', 'about', 'saying', 'that', 'if', 'this', 'is', 'indeed', 'the', 'case', 'it', 'could', 'be', 'a', 'severe', 'setback', 'for', 'gene', 'therapy', '.']",18
severe.j.7,severe.j,severe,j,"['These', 'Year', '2000', 'conversion', 'efforts', 'are', 'often', 'conducted', 'under', 'severe', 'time', 'constraints', 'that', ',', 'without', 'adequate', 'management', 'attention', ',', 'could', 'result', 'in', 'a', 'weakening', 'of', 'controls', 'over', 'the', 'integrity', 'of', 'data', 'and', 'programs', 'and', 'over', 'the', 'confidentiality', 'of', 'sensitive', 'data', '.']",9
severe.j.9,severe.j,severe,j,"['The', 'Access', 'to', 'Justice', 'Commission', 'was', 'created', 'in', '1996', 'as', 'a', 'coordinating', 'body', 'to', 'seek', 'support', 'for', 'legal', 'services', 'programs', 'and', 'develop', 'strategies', 'to', 'address', 'the', 'severe', 'lack', 'of', 'access', 'to', 'justice', 'that', 'had', 'been', 'identified', 'earlier', 'by', 'a', 'State', 'Bar-sponsored', 'blue', 'ribbon', 'study', 'group', '.']",26
severe.j.10,severe.j,severe,j,"['Ingest', 'these', 'toxic', 'bacteria', ',', 'and', 'you', 'experience', 'watery', 'diarrhea', 'and', 'severe', 'abdominal', 'pain', 'at', 'first', ',', 'bloody', 'stools', 'next', '.']",11
severe.j.11,severe.j,severe,j,"['This', 'is', 'good', 'news', 'for', 'patients', 'coping', 'with', 'severe', 'restrictions', 'on', 'what', 'they', 'can', 'and', 'must', 'not', 'eat', ',', 'but', 'a', 'study', 'by', 'Ludvig', 'Sollid', 'and', 'colleagues', 'in', 'this', 'issue', 'of', 'PLoS', 'Medicine', 'suggests', 'that', 'oats', 'are', 'not', 'safe', 'in', 'all', 'cases', '.']",8
severe.j.12,severe.j,severe,j,"['screening', 'with', 'a', 'low', 'cut', 'point', 'on', 'the', 'AUDIT', 'identified', 'more', 'people', 'with', 'severe', 'alcohol', 'problems', 'and', 'alcohol', 'dependence', 'than', 'did', 'not', 'using', 'a', 'uniform', 'screening', 'method', '.']",13
severe.j.13,severe.j,severe,j,"['Under', 'Secretary', 'of', 'State', 'for', 'Political', 'Affairs', 'Marc', 'Grossman', 'knew', 'of', 'Sheehan', ""'s"", 'severe', 'demands', 'and', 'instructed', 'Ambassador', 'Milam', 'to', 'reiterate', 'them', 'to', 'the', 'Taliban', '.']",13
severe.j.14,severe.j,severe,j,"['A', 'decade', 'earlier', ',', 'the', 'British', 'government', 'led', 'by', 'Margaret', 'Thatcher', 'was', 'facing', 'severe', 'economic', 'troubles', 'and', 'insistent', 'calls', 'for', 'a', 'change', 'of', 'policy', 'to', 'deal', 'with', 'them', '.']",13
severe.j.15,severe.j,severe,j,"['Patients', 'in', 'the', 'emergency', 'setting', 'range', 'from', 'those', 'with', 'no', 'alcohol', 'problems', 'to', 'those', 'with', 'severe', 'dependence', '.']",15
severe.j.16,severe.j,severe,j,"['Within', '15', 'minutes', 'after', 'the', 'impact', ',', 'debilitating', 'smoke', 'had', 'reached', 'at', 'least', 'one', 'location', 'on', 'the', '100th', 'floor', ',', 'and', 'severe', 'smoke', 'conditions', 'were', 'reported', 'throughout', 'floors', 'in', 'the', '90s', 'and', '100s', 'over', 'the', 'course', 'of', 'the', 'following', 'half', 'hour', '.']",21
severe.j.17,severe.j,severe,j,"['Not', 'only', 'would', 'that', 'explain', 'Alexander', ""'s"", 'fever', ',', 'chills', ',', 'and', 'severe', 'bowel', 'distress', ',', 'the', 'scholars', 'say', ',', 'but', 'the', 'disease', 'can', 'induce', 'a', 'rare', 'complication', 'called', '``', 'ascending', 'paralysis', ',', ""''"", 'which', 'looks', 'like', 'rigor', 'mortis', 'even', 'though', 'the', 'afflicted', 'person', 'may', 'not', 'yet', 'be', 'dead', '.']",12
severe.j.18,severe.j,severe,j,"['In', 'general', ',', 'more', 'severe', 'responses', '(', 'such', 'as', 'acute', 'effects', ')', 'occur', 'at', 'higher', 'concentrations', 'of', 'the', 'toxicant', ',', 'and', 'less', 'severe', 'responses', '(', 'such', 'as', 'chronic', 'effects', ')', 'occur', 'at', 'lower', 'concentrations', '.']",4
